key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
116,"demon box",0,"demon boxes",0,0,1,0,0,"Summon your demon box minion. There is no better way to tell a special someone “thank you for attending my Ceremony of Eternal Bonding” than by giving them a sentient box that may or may not devour their pets.","Lacking the spells required to animate a gift in the same manner in which the ancients animated bricks, the crafter of this quaint creation simply cut a pair of holes into a wooden box and slipped it on a spriggan.
Problem solved.","That Miqo'te lass said
someone'd be bringin' me a
gift what I couldn't refuse.
  - Drogo",805,100,10,0,0,0,2,0,8,65,True,False,True,False,0,False,True,67,20,100,100,4613
117,"water imp",0,"water imps",0,0,1,0,0,"Summon your water imp minion. Legend states these strange creatures can only survive on land as long as the plate atop their heads remains wet.","Even a child knows that there are no such things as water imps...but if that is true, then what in the world could this undeniably imp-like creature be? An undocumented species of gigantoad/salamander hybrid? Or perhaps simply
the hapless victim of a
misdirected Imp spell?","Not <Emphasis>more</Emphasis> imps!
They'll have all our honey!
  - Befuddled Beekeeper",886,60,10,0,0,0,2,0,8,66,True,False,False,True,0,False,True,69,20,100,100,4611
118,"wind-up Louisoix",0,"wind-up Louisoixs",0,0,1,0,0,"Summon your wind-up Louisoix minion. The Seventh Astral Era is secure as long as the Archon is ever at our sides.","When asked why the Goldsmiths' Guild began manufacture of the wind-up delivery moogles before even drawing up designs for their wind-up Louisoix─the single greatest hero in the history of history─Guildmaster Serendipity
replied, “Moogles are
cuter.”","I swear by Louisoix's beard,
I'll tear the skin from his─
  - Geva",881,100,10,0,0,0,1,0,8,0,False,False,False,False,78,False,True,267,30,100,100,4612
119,"Midgardsormr",0,"Midgardsormrs",0,0,1,0,1,"Summon Midgardsormr. Not the big one. The little one.","Father of Dragons, Keeper of the Lake, Bane of the XIVth Legion─while it is difficult to believe the yalm-long pup could be any of these things, he assures you his current form is only temporary while he awaits the reconstruction of a new
corporeal vessel.","Midgardsormr was a king
amongst kings who reigned
for centuries on end...
  - Minfilia",883,100,10,0,0,0,2,3,8,0,False,False,False,True,0,False,True,2,30,100,100,4618
120,"",0,"",0,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,False,False,0,0,0,0,0
121,"",0,"",0,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,False,False,0,0,0,0,0
122,"Enkidu",0,"Enkidu",0,0,1,0,1,"Summon your Enkidu minion. That green is not coming out, even with multiple washings.","Legend has that Gilgamesh first found Enkidu while searching for a meal. Without the means to make a fire, he attempted to eat the fowl raw, only to find himself the victim of a furious counterattack. Impressed by the bird's
tenacity, he promptly
made her his pet.","Enkidu, do you hear me!?
ENKIIIDUUUUUUUUUUUU!
  - Gilgamesh",888,100,10,0,0,0,2,0,8,0,True,False,False,False,0,False,True,68,20,100,100,4621
123,"wind-up Violet",0,"wind-up Violets",0,0,1,1,0,"Summon your wind-up Violet minion. Touched by a primal and corrupted to the core...yet adorable nonetheless.","After being harried by their hostile sylvan cousins one time too many, the sylphs of Little Solace turned to a traveling goldsmith from faraway Ul'dah to help them create an automated decoy that might keep the touched ones away.","This one is in the mood for
dancing! And prancing!
  - Hostile Sylph",901,100,30,0,0,0,1,0,8,0,False,False,False,False,0,False,True,208,10,100,100,4593
124,"wind-up founder",0,"wind-up founders",0,0,1,1,0,"Summon your wind-up founder minion. Four score and many more years ago, the Amalj'aa founding fathers dreamed of a day when in their footsteps would walk adorable minions. That day has finally come.","Amalj'aa legend tells of Whiteknuckle Kerigg Roh─undefeated on the battlefield, he is a hero to many, including Warleader Hamujj Gah. The champion is also father of the brawling style of martial arts utilized by the beast tribe to
this day. ","Do you know, honored ally,
what is most distasteful to
the Amalj'aa?
  - Narujj Boh",902,100,30,0,0,0,1,0,8,0,False,False,False,False,0,False,True,213,10,100,100,4592
125,"wind-up Dezul Qualan",0,"wind-up Dezul Qualan",0,0,1,1,0,"Summon your wind-up Dezul Qualan minion. It is said Ixali engineer Dezul Qualan began crafting war dirigibles after having a vision of ninety-nine red balloons floating over the Black Shroud.","The last time Ixali engineer Dezul Qualan was seen was the day he boarded his greatest creation─a war balloon thrice the size of any ever built, and equipped with enough provisions to last a man a full moon in the clouds. His destination:
the floating continent
of Ayatlan.","Soar once again, we shall.
Within <Emphasis>Dezul Qualan</Emphasis>,
our salvation lies!
  - Sezul Totoloc",903,100,30,0,30,0,1,0,8,0,False,False,False,False,0,False,True,214,10,100,100,4594
126,"wind-up kobolder",0,"wind-up kobolders",0,0,1,1,0,"Summon your wind-up kobolder minion. Bolder than a wind-up kobold, yet not any older.","Unsatisfied with the explosive power of his first creation, 789th Order Acolyte Ba Go returned to his laboratories deep within the faction dig to create the “kobolder” (a name he was quite pleased with), only to see it sold for scrap
by his dim-witted brethren.","Doings of small minds
and grubby hands are
of no interest to Ba Go.
  - Ba Go",582,100,30,0,0,0,1,0,8,0,False,False,False,False,0,False,True,215,10,100,100,4595
127,"wind-up Sea Devil",0,"wind-up Sea Devils",0,0,1,1,0,"Summon your wind-up Sea Devil minion. A clockwork automaton expertly crafted to resemble the infamous Scarlet Sea Devil, leader of the Coral Tridents.","Ever the loving clutchfather, Novv had this toy crafted, complete with blood-red accents, for his infant spawnlings. When wound up, it displays the ferocity and cunning that was the clutch's first patriarch─the
Scarlet Sea Devil.","The white coral necklace
he wore was stained
perpetually red with blood.
  - Ururu Kogururu",583,100,30,0,0,0,1,0,8,0,False,False,False,False,0,False,True,216,10,100,100,4596
128,"",0,"",0,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,False,False,0,0,0,0,0
129,"",0,"",0,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,False,False,0,0,0,0,0
130,"",0,"",0,0,0,0,0,"","","",0,0,0,0,0,0,0,0,0,0,False,False,False,False,0,False,False,0,0,0,0,0
131,"",0,"",0,0,1,0,0,"","","",0,100,0,0,0,0,0,0,8,0,False,False,False,False,0,False,True,0,10,100,100,0
132,"",0,"",0,0,1,0,0,"","","",0,100,0,0,0,0,0,0,8,0,False,False,False,False,0,False,True,0,10,100,100,0
133,"",0,"",0,0,1,0,0,"","","",0,100,0,0,0,0,0,0,8,0,False,False,False,False,0,False,True,0,10,100,100,0
134,"",0,"",0,0,1,0,0,"","","",0,100,0,0,0,0,0,0,8,0,False,False,False,False,0,False,True,0,10,100,100,0
135,"",0,"",0,0,1,0,0,"","","",0,100,0,0,0,0,0,0,8,0,False,False,False,False,0,False,True,0,10,100,100,0
