key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
3141,"aetherial linen cowl",0,"aetherial linen cowls",0,1,1,0,0,"Cannot equip gear to head.","Aetherial Linen Cowl",42828,37,37,0,1,4,0,35,0,7,False,True,True,True,7,0,False,15,"29, 21, 0, 0","0, 0, 0, 0",0,4,13,5,13,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5597,0,0,0,0,0,0,0,0,54,108,2,0,0,False,False,True,False,3009,6018,15050,True,True,True,True,True,True,True,1,3689,0,3,0,8,False
3142,"suit of horn scale mail",0,"suits of horn scale mail",0,0,1,0,0,"","Horn Scale Mail",42683,38,38,0,1,4,0,35,33,1,True,True,True,True,3,2,True,4,"12, 16, 0, 0","0, 0, 0, 0",0,1,7,3,7,22,10,0,0,0,0,0,0,1,21,19,24,19,1,1,3,2,22,2,0,0,10,5597,0,0,0,0,0,0,0,0,77,77,2,0,0,False,False,False,False,2896,5793,14489,True,True,True,True,True,True,True,60,3800,0,3,0,1,False
3143,"suit of aetherial horn scale mail",0,"suits of aetherial horn scale mail",0,0,1,0,0,"","Aetherial Horn Scale Mail",42783,38,38,0,1,4,0,35,0,7,False,True,True,True,3,0,False,4,"12, 16, 0, 0","0, 0, 0, 0",0,1,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5597,0,0,0,0,0,0,0,0,96,96,2,0,0,False,False,True,False,3331,6662,16662,True,True,True,True,True,True,True,60,3790,0,3,0,1,False
3144,"linen coatee of crafting",0,"linen coatees of crafting",0,0,1,0,0,"","Linen Coatee of Crafting",42312,38,38,0,1,4,0,35,33,1,True,True,True,True,12,2,True,4,"38, 11, 0, 0","0, 0, 0, 0",0,70,58,71,19,0,0,0,0,0,0,0,0,1,21,7,24,13,70,8,71,3,0,0,0,0,13,5597,0,0,0,0,0,0,0,0,26,52,2,0,0,False,False,False,False,1931,3862,9659,True,True,True,True,True,True,True,1,3799,0,3,0,9,False
3145,"linen coatee of gathering",0,"linen coatees of gathering",0,0,1,0,0,"","Linen Coatee of Gathering",42312,38,38,0,1,4,0,35,33,1,True,True,True,True,11,2,True,4,"38, 11, 0, 0","0, 0, 0, 0",0,72,41,73,20,0,0,0,0,0,0,0,0,1,21,7,24,13,72,5,73,3,0,0,0,0,13,5597,0,0,0,0,0,0,0,0,26,52,2,0,0,False,False,False,False,1931,3862,9659,True,True,True,True,True,True,True,1,3798,0,3,0,9,False
3146,"linen bliaud",0,"linen bliauds",0,0,1,0,0,"","Linen Bliaud",42339,39,39,0,1,4,0,35,33,1,True,True,True,True,7,2,True,4,"16, 29, 0, 0","0, 0, 0, 0",0,4,8,5,8,3,7,22,10,0,0,0,0,1,21,7,24,14,4,1,5,1,3,2,22,3,13,5597,0,0,0,0,0,0,0,0,27,53,2,0,0,False,False,False,False,2519,5042,12612,True,True,True,True,True,True,True,1,3900,0,3,0,8,False
3147,"woolen shirt",0,"woolen shirts",0,0,1,0,0,"","Woolen Shirt",42228,40,40,0,1,4,0,35,33,1,True,True,True,True,2,2,True,4,"10, 31, 0, 0","0, 0, 0, 0",0,1,8,2,8,3,8,22,11,0,0,0,0,1,21,10,24,10,1,1,2,1,3,2,22,3,13,5597,0,0,0,0,0,0,0,0,41,41,2,0,0,False,False,False,False,2106,4212,10530,True,True,True,True,True,True,True,30,4002,0,3,0,7,False
3148,"aetherial woolen shirt",0,"aetherial woolen shirts",0,1,1,0,0,"","Aetherial Woolen Shirt",42314,40,40,0,1,4,0,35,0,7,False,True,True,True,2,0,False,4,"10, 31, 0, 0","0, 0, 0, 0",0,1,9,2,9,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5597,0,0,0,0,0,0,0,0,51,51,2,0,0,False,False,True,False,2421,4843,12109,True,True,True,True,True,True,True,30,3990,0,3,0,7,False
3149,"mythril cuirass",0,"mythril cuirasses",0,0,1,0,0,"","Mythril Cuirass",42533,40,40,0,1,4,0,35,33,1,True,True,True,True,3,2,True,4,"3, 77, 0, 0","0, 0, 0, 0",0,1,8,3,8,19,11,0,0,0,0,0,0,1,21,20,24,20,1,1,3,2,19,3,0,0,10,5597,0,0,0,0,0,0,0,0,82,82,2,0,0,False,False,False,False,3685,7371,18427,True,True,True,True,True,True,True,59,4001,0,3,0,1,False
3150,"aetherial mythril cuirass",0,"aetherial mythril cuirasses",0,1,1,0,0,"","Aetherial Mythril Cuirass",42534,40,40,0,1,4,0,35,0,7,False,True,True,True,3,0,False,4,"3, 77, 0, 0","0, 0, 0, 0",0,1,9,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5597,0,0,0,0,0,0,0,0,102,102,2,0,0,False,False,True,False,4238,8476,21191,True,True,True,True,True,True,True,59,3989,0,3,0,1,False
3151,"serpent sergeant's tunic",0,"serpent sergeant's tunics",0,0,1,0,0,"","Serpent Sergeant's Tunic",42265,41,40,0,1,4,0,35,0,2,False,True,False,True,0,0,False,4,"9, 13, 0, 0","0, 0, 0, 0",0,1,9,2,9,3,10,27,14,0,0,0,0,2,45,16,0,0,0,0,0,0,0,0,0,0,13,5597,0,0,0,0,0,0,0,0,53,53,2,0,0,False,True,True,False,3427,6859,17155,True,True,True,True,True,True,True,30,4122,2,0,2,7,False
3152,"serpent sergeant's tabard",0,"serpent sergeant's tabards",0,0,1,0,0,"","Serpent Sergeant's Tabard",42698,41,40,0,1,4,0,35,0,2,False,True,False,True,0,0,False,4,"11, 42, 0, 0","0, 0, 0, 0",0,1,9,3,10,27,14,0,0,0,0,0,0,2,44,10,0,0,0,0,0,0,0,0,0,0,10,5597,0,0,0,0,0,0,0,0,71,36,2,0,0,False,True,True,False,4112,8230,20586,True,True,True,True,True,True,True,60,4123,2,0,2,2,False
3153,"serpent sergeant's apron",0,"serpent sergeant's aprons",0,0,1,0,0,"","Serpent Sergeant's Apron",42264,41,40,0,1,4,0,35,0,2,False,True,False,True,0,0,False,4,"30, 17, 0, 0","0, 0, 0, 0",0,70,69,71,23,0,0,0,0,0,0,0,0,2,11,3,0,0,0,0,0,0,0,0,0,0,13,5597,0,0,0,0,0,0,0,0,36,71,2,0,0,False,True,True,False,2741,5487,13724,True,True,True,True,True,True,True,1,4121,2,0,2,9,False
3154,"storm sergeant's bliaud",0,"storm sergeant's bliauds",0,0,1,0,0,"","Storm Sergeant's Bliaud",42235,41,40,0,1,4,0,35,0,2,False,True,False,True,0,0,False,4,"16, 18, 0, 0","0, 0, 0, 0",0,4,9,5,9,3,9,44,9,0,0,0,0,2,46,16,0,0,0,0,0,0,0,0,0,0,13,5597,0,0,0,0,0,0,0,0,36,71,2,0,0,False,True,True,False,3427,6859,17155,True,True,True,True,True,True,True,1,4132,1,0,1,8,False
3155,"storm sergeant's tabard",0,"storm sergeant's tabards",0,0,1,0,0,"","Storm Sergeant's Tabard",42697,41,40,0,1,4,0,35,0,2,False,True,True,True,0,0,False,4,"11, 44, 0, 0","0, 0, 0, 0",0,1,9,3,10,44,9,0,0,0,0,0,0,2,45,16,0,0,0,0,0,0,0,0,0,0,10,5597,0,0,0,0,0,0,0,0,71,36,2,0,0,False,True,True,False,4112,8230,20586,True,True,True,True,True,True,True,60,4133,1,0,1,2,False
3156,"storm sergeant's apron",0,"storm sergeant's aprons",0,0,1,0,0,"","Storm Sergeant's Apron",42283,41,40,0,1,4,0,35,0,2,False,True,False,True,0,0,False,4,"30, 16, 0, 0","0, 0, 0, 0",0,70,69,71,23,0,0,0,0,0,0,0,0,2,11,3,0,0,0,0,0,0,0,0,0,0,13,5597,0,0,0,0,0,0,0,0,36,71,2,0,0,False,True,True,False,2741,5487,13724,True,True,True,True,True,True,True,1,4131,1,0,1,9,False
3157,"flame sergeant's shirt",0,"flame sergeant's shirts",0,0,1,0,0,"","Flame Sergeant's Shirt",42259,41,40,0,1,4,0,35,0,2,False,True,False,True,0,0,False,4,"10, 11, 0, 0","0, 0, 0, 0",0,1,9,2,9,3,10,45,14,0,0,0,0,2,22,16,0,0,0,0,0,0,0,0,0,0,13,5597,0,0,0,0,0,0,0,0,53,53,2,0,0,False,True,True,False,2741,5487,13724,True,True,True,True,True,True,True,30,4112,3,0,3,7,False
3158,"flame sergeant's tabard",0,"flame sergeant's tabards",0,0,1,0,0,"","Flame Sergeant's Tabard",42696,41,40,0,1,4,0,35,0,2,False,True,False,True,0,0,False,4,"11, 46, 0, 0","0, 0, 0, 0",0,1,9,3,10,45,14,0,0,0,0,0,0,2,27,16,0,0,0,0,0,0,0,0,0,0,10,5597,0,0,0,0,0,0,0,0,71,36,2,0,0,False,True,True,False,4112,8230,20586,True,True,True,True,True,True,True,60,4113,3,0,3,2,False
3159,"flame sergeant's apron",0,"flame sergeant's aprons",0,0,1,0,0,"","Flame Sergeant's Apron",42258,41,40,0,1,4,0,35,0,2,False,True,False,True,0,0,False,4,"30, 15, 0, 0","0, 0, 0, 0",0,70,69,71,23,0,0,0,0,0,0,0,0,2,11,3,0,0,0,0,0,0,0,0,0,0,13,5597,0,0,0,0,0,0,0,0,36,71,2,0,0,False,True,True,False,2741,5487,13724,True,True,True,True,True,True,True,1,4111,3,0,3,9,False
3160,"woolen robe",0,"woolen robes",0,0,1,0,0,"","Woolen Robe",42064,41,41,0,1,4,0,35,33,1,True,True,True,True,7,2,True,4,"7, 28, 0, 0","0, 0, 0, 0",0,4,8,5,8,3,7,27,11,0,0,0,0,1,21,7,24,14,4,1,5,1,3,2,27,3,13,5598,0,0,0,0,0,0,0,0,29,57,2,0,0,False,False,False,False,2193,4389,10979,True,True,True,True,True,True,True,1,4103,0,3,0,8,False
3161,"aetherial woolen robe",0,"aetherial woolen robes",0,1,1,0,0,"","Aetherial Woolen Robe",42315,41,41,0,1,4,0,35,0,7,False,True,True,True,7,0,False,4,"7, 28, 0, 0","0, 0, 0, 0",0,4,9,5,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,36,71,2,0,0,False,False,True,False,2522,5048,12626,True,True,True,True,True,True,True,1,4090,0,3,0,8,False
3162,"linen smock",0,"linen smocks",0,0,1,0,0,"","Linen Smock",42231,41,41,0,1,4,0,35,33,1,True,True,True,True,12,2,True,4,"30, 1, 0, 0","0, 0, 0, 0",0,70,61,71,20,0,0,0,0,0,0,0,0,1,21,7,24,14,70,8,71,3,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,29,57,2,0,0,False,False,False,False,2193,4389,10979,True,True,True,True,True,True,True,1,4102,0,3,0,9,False
3163,"linen doublet",0,"linen doublets",0,0,1,0,0,"","Linen Doublet",42011,41,41,0,1,4,0,35,33,1,True,True,True,True,11,2,True,4,"2, 15, 0, 0","0, 0, 0, 0",0,72,43,73,21,0,0,0,0,0,0,0,0,1,21,7,24,14,72,5,73,3,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,29,57,2,0,0,False,False,False,False,2741,5487,13724,True,True,True,True,True,True,True,1,4101,0,3,0,9,False
3164,"suit of vintage scale mail",0,"suits of vintage scale mail",0,0,1,0,0,"","Vintage Scale Mail",42667,44,41,0,1,4,0,35,33,1,True,True,True,True,4,3,True,4,"12, 21, 0, 0","0, 0, 0, 0",0,1,9,3,9,45,13,0,0,0,0,0,0,1,21,16,24,7,1,1,3,2,45,4,0,0,10,5598,0,0,0,0,0,0,0,0,63,32,2,0,0,False,False,False,False,4639,9283,23218,True,True,True,True,True,True,True,60,4403,0,3,0,2,False
3165,"peisteskin harness",0,"peisteskin harnesses",0,0,1,0,0,"","Peisteskin Harness",42680,42,42,0,1,4,0,35,33,1,True,True,True,True,2,2,True,4,"8, 25, 0, 0","0, 0, 0, 0",0,1,9,2,9,3,9,22,12,0,0,0,0,1,21,11,24,11,0,0,0,0,3,2,22,3,12,5598,0,0,0,0,0,0,0,0,44,44,2,0,0,False,False,False,False,2858,5717,14297,True,True,True,True,True,True,True,30,4200,0,3,0,7,False
3166,"aetherial peisteskin harness",0,"aetherial peisteskin harnesses",0,1,1,0,0,"","Aetherial Peisteskin Harness",42781,42,41,0,1,4,0,35,0,7,False,True,True,True,2,0,False,4,"8, 25, 0, 0","0, 0, 0, 0",0,1,9,2,9,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5598,0,0,0,0,0,0,0,0,55,55,2,0,0,False,False,True,False,3287,6575,16442,True,True,True,True,True,True,True,30,4190,0,3,0,7,False
3167,"explorer's tunic",0,"explorer's tunics",0,1,1,0,0,"","Explorer's Tunic",42239,52,50,0,1,4,0,35,33,2,False,True,False,True,0,0,False,4,"9, 60, 0, 0","0, 0, 0, 0",0,2,13,3,14,22,23,27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,73,73,2,0,0,False,True,False,False,5016,10037,25096,True,True,True,True,True,True,True,30,5216,0,3,0,4,False
3168,"veteran's acton",0,"veteran's actons",0,0,1,0,0,"","Veteran's Acton",42694,52,50,0,1,4,0,35,33,2,False,True,False,True,0,0,False,4,"13, 32, 0, 0","0, 0, 0, 0",0,1,13,3,14,22,23,44,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,73,73,2,0,0,False,True,False,False,5016,10037,25096,True,True,True,True,True,True,True,30,5206,0,3,0,3,False
3169,"alpine war jacket",0,"alpine war jackets",0,1,1,0,0,"","Alpine War Jacket",42677,55,50,0,1,4,0,35,0,2,False,True,False,True,0,0,False,4,"14, 28, 0, 0","0, 0, 0, 0",0,1,14,3,15,22,23,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5598,0,0,0,0,0,0,0,0,98,50,2,0,0,False,True,True,False,5308,10617,26544,True,True,True,True,True,True,True,60,5537,0,0,0,2,False
3170,"explorer's tabard",0,"explorer's tabards",0,1,1,0,0,"","Explorer's Tabard",42602,52,50,0,1,4,0,35,33,2,False,True,False,True,0,0,False,4,"11, 39, 0, 0","0, 0, 0, 0",0,1,13,3,14,22,23,45,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5598,0,0,0,0,0,0,0,0,144,144,2,0,0,False,True,False,False,6019,12045,30115,True,True,True,True,True,True,True,59,5208,0,3,0,1,False
3171,"mage's halfrobe",0,"mage's halfrobes",0,0,1,0,0,"","Mage's Halfrobe",42238,52,50,0,1,4,0,35,33,2,False,True,False,True,0,0,False,4,"34, 38, 0, 0","0, 0, 0, 0",0,4,13,3,13,46,23,44,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,49,97,2,0,0,False,True,False,False,4013,8030,20077,True,True,True,True,True,True,True,31,5204,0,3,0,5,False
3172,"ranger's tunic",0,"ranger's tunics",0,0,1,0,0,"","Ranger's Tunic",42224,43,43,0,1,4,0,35,33,1,True,True,True,True,2,2,True,4,"9, 36, 0, 0","0, 0, 0, 0",0,1,9,2,9,3,9,45,13,0,0,0,0,1,21,11,24,11,1,1,2,1,3,2,45,3,13,5598,0,0,0,0,0,0,0,0,46,46,2,0,0,False,False,False,False,2975,5951,14882,True,True,True,True,True,True,True,30,4304,0,3,0,7,False
3173,"aetherial ranger's tunic",0,"aetherial ranger's tunics",0,1,1,0,0,"","Aetherial Ranger's Tunic",42321,43,40,0,1,4,0,35,0,7,False,True,True,True,2,0,False,4,"9, 36, 0, 0","0, 0, 0, 0",0,1,10,2,10,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5597,0,0,0,0,0,0,0,0,57,57,2,0,0,False,False,True,False,3422,6844,17114,True,True,True,True,True,True,True,30,4290,0,3,0,7,False
3174,"mythril haubergeon",0,"mythril haubergeons",0,0,1,0,0,"","Mythril Haubergeon",42686,43,43,0,1,4,0,35,33,1,True,True,True,True,4,2,True,4,"15, 21, 0, 0","0, 0, 0, 0",0,1,9,3,9,45,13,0,0,0,0,0,0,1,21,15,24,8,1,1,3,2,45,3,0,0,10,5598,0,0,0,0,0,0,0,0,61,30,2,0,0,False,False,False,False,3570,7141,17858,True,True,True,True,True,True,True,60,4303,0,3,0,2,False
3175,"aetherial mythril haubergeon",0,"aetherial mythril haubergeons",0,1,1,0,0,"","Aetherial Mythril Haubergeon",42784,43,40,0,1,4,0,35,0,7,False,True,True,True,4,0,False,4,"15, 21, 0, 0","0, 0, 0, 0",0,1,10,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5597,0,0,0,0,0,0,0,0,76,38,2,0,0,False,False,True,False,4106,8212,20537,True,True,True,True,True,True,True,60,4289,0,3,0,2,False
3176,"woolen gown",0,"woolen gowns",0,0,1,0,0,"","Woolen Gown",42220,43,43,0,1,4,0,35,33,1,True,True,True,True,12,2,True,4,"5, 26, 0, 0","0, 0, 0, 0",0,70,63,71,21,0,0,0,0,0,0,0,0,1,21,8,24,15,70,9,71,3,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,30,61,2,0,0,False,False,False,False,2380,4761,11905,True,True,True,True,True,True,True,1,4302,0,3,0,9,False
3177,"boarskin jerkin",0,"boarskin jerkins",0,0,1,0,0,"","Boarskin Jerkin",42222,43,43,0,1,4,0,35,33,1,True,True,True,True,11,2,True,4,"6, 30, 0, 0","0, 0, 0, 0",0,72,44,73,22,0,0,0,0,0,0,0,0,1,21,8,24,15,72,6,73,3,0,0,0,0,12,5598,0,0,0,0,0,0,0,0,30,61,2,0,0,False,False,False,False,2975,5951,14882,True,True,True,True,True,True,True,1,4301,0,3,0,9,False
3178,"woolen bliaud",0,"woolen bliauds",0,0,1,0,0,"","Woolen Bliaud",42229,44,44,0,1,4,0,35,33,1,True,True,True,True,7,2,True,4,"16, 34, 0, 0","0, 0, 0, 0",0,4,9,5,9,3,8,22,13,0,0,0,0,1,21,7,24,16,4,1,5,1,3,2,22,4,13,5598,0,0,0,0,0,0,0,0,32,63,2,0,0,False,False,False,False,3092,6189,15479,True,True,True,True,True,True,True,1,4402,0,3,0,8,False
3179,"aetherial woolen bliaud",0,"aetherial woolen bliauds",0,1,1,0,0,"","Aetherial Woolen Bliaud",42318,44,44,0,1,4,0,35,0,7,False,True,True,True,7,0,False,4,"16, 34, 0, 0","0, 0, 0, 0",0,4,10,5,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,39,79,2,0,0,False,False,True,False,3556,7117,17800,True,True,True,True,True,True,True,1,4390,0,3,0,8,False
3180,"suit of high mythril armor",0,"suits of high mythril armor",0,0,1,0,0,"Cannot equip gear to head.","High Mythril Armor",42531,44,44,0,1,4,0,35,33,1,True,True,True,True,3,4,True,15,"47, 10, 0, 0","0, 0, 0, 0",0,1,15,3,14,27,22,0,0,0,0,0,0,1,21,41,24,41,1,2,3,4,27,5,0,0,10,5598,0,0,0,0,0,0,0,0,162,162,2,0,0,False,False,False,False,6129,12267,30680,True,True,True,True,True,True,True,59,4401,0,3,0,1,False
3181,"suit of aetherial high mythril armor",0,"suits of aetherial high mythril armor",0,0,1,0,0,"Cannot equip gear to head.","Aetherial High Mythril Armor",42532,44,44,0,1,4,0,35,0,7,False,True,True,True,3,0,False,15,"47, 10, 0, 0","0, 0, 0, 0",0,1,17,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5598,0,0,0,0,0,0,0,0,203,203,2,0,0,False,False,True,False,7049,14107,35282,True,True,True,True,True,True,True,59,4389,0,3,0,1,False
3182,"vintage seneschal coatee",0,"vintage seneschal coatees",0,0,1,0,0,"","Vintage Seneschal Coatee",42204,47,44,0,1,4,0,35,33,1,True,True,True,True,12,3,True,4,"38, 17, 0, 0","0, 0, 0, 0",0,70,68,71,23,0,0,0,0,0,0,0,0,1,21,9,24,17,70,9,71,3,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,35,70,2,0,0,False,False,False,False,3467,6934,17339,True,True,True,True,True,True,True,1,4703,0,3,0,9,False
3183,"suit of tortoiseshell scale mail",0,"suits of tortoiseshell scale mail",0,0,1,0,0,"","Tortoiseshell Scale Mail",42684,46,46,0,1,4,0,35,33,1,True,True,True,True,3,2,True,4,"12, 26, 0, 0","0, 0, 0, 0",0,1,10,3,9,22,15,0,0,0,0,0,0,1,21,26,24,26,1,1,3,3,22,3,0,0,10,5598,0,0,0,0,0,0,0,0,101,101,2,0,0,False,False,False,False,4006,8016,20049,True,True,True,True,True,True,True,60,4604,0,3,0,1,False
3184,"suit of aetherial tortoiseshell scale mail",0,"suits of aetherial tortoiseshell scale mail",0,0,1,0,0,"","Aetherial Tortoiseshell Scale Mail",42780,46,45,0,1,4,0,35,0,7,False,True,True,True,3,0,False,4,"12, 26, 0, 0","0, 0, 0, 0",0,1,11,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5598,0,0,0,0,0,0,0,0,127,127,2,0,0,False,False,True,False,4606,9219,23056,True,True,True,True,True,True,True,60,4590,0,3,0,1,False
3185,"felt robe",0,"felt robes",0,0,1,0,0,"","Felt Robe",42065,46,46,0,1,4,0,35,33,1,True,True,True,True,7,2,True,4,"7, 34, 0, 0","0, 0, 0, 0",0,4,10,5,10,3,9,27,15,0,0,0,0,1,21,8,24,16,4,1,5,1,3,2,27,3,13,5598,0,0,0,0,0,0,0,0,34,68,2,0,0,False,False,False,False,2670,5344,13366,True,True,True,True,True,True,True,1,4603,0,3,0,8,False
3186,"aetherial felt robe",0,"aetherial felt robes",0,1,1,0,0,"","Aetherial Felt Robe",42317,46,45,0,1,4,0,35,0,7,False,True,True,True,7,0,False,4,"7, 34, 0, 0","0, 0, 0, 0",0,4,11,5,11,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,42,84,2,0,0,False,False,True,False,3071,6146,15370,True,True,True,True,True,True,True,1,4589,0,3,0,8,False
3187,"woolen smock",0,"woolen smocks",0,0,1,0,0,"","Woolen Smock",42232,46,46,0,1,4,0,35,33,1,True,True,True,True,12,2,True,4,"30, 7, 0, 0","0, 0, 0, 0",0,70,67,71,22,0,0,0,0,0,0,0,0,1,21,8,24,16,70,8,71,3,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,34,68,2,0,0,False,False,False,False,2670,5344,13366,True,True,True,True,True,True,True,1,4602,0,3,0,9,False
3188,"woolen doublet",0,"woolen doublets",0,0,1,0,0,"","Woolen Doublet",42219,46,46,0,1,4,0,35,33,1,True,True,True,True,11,2,True,4,"2, 27, 0, 0","0, 0, 0, 0",0,72,47,73,23,0,0,0,0,0,0,0,0,1,21,8,24,16,72,6,73,3,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,34,68,2,0,0,False,False,False,False,3338,6680,16707,True,True,True,True,True,True,True,1,4601,0,3,0,9,False
3189,"coliseum galerus",0,"coliseum galeri",0,0,1,0,0,"","Coliseum Galerus",42701,46,44,0,1,4,0,35,33,2,False,True,False,True,2,3,True,4,"52, 1, 0, 0","0, 0, 0, 0",0,1,10,2,10,3,9,45,15,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5598,0,0,0,0,0,0,0,0,63,63,2,0,0,False,False,False,False,4173,8350,20884,True,True,True,True,True,True,True,30,4636,0,3,0,7,False
3190,"coliseum shawl",0,"coliseum shawls",0,0,1,0,0,"","Coliseum Shawl",42244,46,44,0,1,4,0,35,33,2,False,True,False,True,7,3,True,4,"50, 1, 0, 0","0, 0, 0, 0",0,4,10,5,10,3,9,46,15,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,42,84,2,0,0,False,False,False,False,3338,6680,16707,True,True,True,True,True,True,True,31,4634,0,3,0,8,False
3191,"raptorskin harness",0,"raptorskin harnesses",0,0,1,0,0,"","Raptorskin Harness",42681,47,47,0,1,4,0,35,33,1,True,True,True,True,2,2,True,4,"8, 28, 0, 0","0, 0, 0, 0",0,1,10,2,10,3,10,22,15,0,0,0,0,1,21,13,24,13,1,1,2,1,3,2,22,4,12,5598,0,0,0,0,0,0,0,0,52,52,2,0,0,False,False,False,False,3467,6934,17339,True,True,True,True,True,True,True,30,4702,0,3,0,7,False
3192,"aetherial raptorskin harness",0,"aetherial raptorskin harnesses",0,1,1,0,0,"","Aetherial Raptorskin Harness",42785,47,45,0,1,4,0,35,0,7,False,True,True,True,2,0,False,4,"8, 28, 0, 0","0, 0, 0, 0",0,1,11,2,11,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5598,0,0,0,0,0,0,0,0,65,65,2,0,0,False,False,True,False,3987,7974,19940,True,True,True,True,True,True,True,30,4690,0,3,0,7,False
3193,"woolen cowl",0,"woolen cowls",0,0,1,0,0,"Cannot equip gear to head.","Woolen Cowl",42822,47,47,0,1,4,0,35,33,1,True,True,True,True,7,4,True,15,"29, 39, 0, 0","0, 0, 0, 0",0,4,16,5,16,3,14,22,25,0,0,0,0,1,21,15,24,30,4,2,5,2,3,4,22,6,13,5598,0,0,0,0,0,0,0,0,60,119,2,0,0,False,False,False,False,3929,7858,19651,True,True,True,True,True,True,True,1,4701,0,3,0,8,False
3194,"aetherial woolen cowl",0,"aetherial woolen cowls",0,1,1,0,0,"Cannot equip gear to head.","Aetherial Woolen Cowl",42827,47,45,0,1,4,0,35,0,7,False,True,True,True,7,0,False,15,"29, 39, 0, 0","0, 0, 0, 0",0,4,18,5,18,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,75,149,2,0,0,False,False,True,False,4518,9037,22599,True,True,True,True,True,True,True,1,4689,0,3,0,8,False
3195,"suit of hetairos mail",0,"suits of hetairos mail",0,0,1,0,0,"","Hetairos Mail",42676,60,50,0,1,4,0,35,0,2,False,True,True,True,0,0,False,4,"12, 24, 0, 0","0, 0, 0, 0",0,1,16,3,18,27,24,22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5598,0,0,0,0,0,0,0,0,100,53,2,0,0,False,True,True,False,6949,13899,34749,True,True,True,True,True,True,True,60,6017,0,0,0,2,False
3196,"strategos bliaud",0,"strategos bliauds",0,0,1,0,0,"","Strategos Bliaud",42209,60,50,0,1,4,0,35,0,2,False,True,False,True,0,0,False,4,"16, 28, 0, 0","0, 0, 0, 0",0,5,16,3,16,6,15,46,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,53,100,2,0,0,False,True,True,False,5791,11583,28957,True,True,True,True,True,True,True,31,6013,0,0,0,6,False
3197,"warlock's robe",0,"warlock's robes",0,0,1,0,0,"","Warlock's Robe",42217,55,50,0,1,4,0,35,0,2,False,True,True,True,0,0,False,4,"7, 39, 0, 0","0, 0, 0, 0",0,4,14,5,14,3,14,22,23,44,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5598,0,0,0,0,0,0,0,0,50,98,2,0,0,False,True,True,False,4247,8494,21235,True,True,True,True,True,True,True,31,5534,0,0,0,8,False
